customerId,productId,purchase_probs
25,7304099,0.04252023994922638
25,7304480,0.025832340121269226
25,7314356,0.024642184376716614
25,7411492,0.02394195832312107
179,5087616,0.036132022738456726
179,5123197,0.03301514685153961
179,5330849,0.036132022738456726
179,5410566,0.036132022738456726
179,5455963,0.036132022738456726
179,5733933,0.031847063452005386
179,5805013,0.030237117782235146
179,5805171,0.036132022738456726
179,5853640,0.031311046332120895
179,5860706,0.030711296945810318
179,5871196,0.032967425882816315
179,5960363,0.0324581004679203
179,5980674,0.030153224244713783
179,5996795,0.036132022738456726
179,6072404,0.04401683434844017
179,6072411,0.03454330191016197
179,6250362,0.027064219117164612
179,6314802,0.03203413262963295
179,6334524,0.02923724427819252
179,6352175,0.03357512876391411
179,6497498,0.03106229566037655
179,6501614,0.029134156182408333
179,6586515,0.02749035507440567
179,6616442,0.024678584188222885
179,6679963,0.03218039125204086
179,6703284,0.032068099826574326
179,6727371,0.036132022738456726
179,6727378,0.036132022738456726
179,6727449,0.030849797651171684
179,6745792,0.06110662594437599
179,6813076,0.03514979034662247
179,6874102,0.03267254680395126
179,6874167,0.036132022738456726
179,6876243,0.0250563845038414
179,6896153,0.06606462597846985
179,6923173,0.036132022738456726
179,6941989,0.02567443996667862
179,6943032,0.0314045250415802
179,6984180,0.02344135195016861
179,6996533,0.02174600586295128
179,6996772,0.04989985004067421
179,6996787,0.025757426396012306
179,7010351,0.1972067803144455
179,7017734,0.032626084983348846
179,7026029,0.02712462656199932
179,7044208,0.07983459532260895
179,7061488,0.035029336810112
179,7075444,0.028543278574943542
179,7082453,0.03268761932849884
179,7176764,0.027143483981490135
179,7176768,0.03107900731265545
179,7177843,0.029122505336999893
179,7337681,0.027159830555319786
179,7341654,0.03006858564913273
179,7383630,0.034852515906095505
179,7403998,0.045286875218153
179,7407256,0.03047364018857479
179,7460261,0.030167676508426666
179,7510632,0.034159574657678604
179,7513088,0.026942767202854156
179,7656836,0.03037368692457676
511,2921397,0.03365127369761467
511,3312471,0.029828131198883057
511,4601984,0.04120148345828056
511,5197382,0.05818106234073639
511,5248463,0.02883007749915123
511,5515389,0.059431396424770355
511,5634276,0.030356390401721
511,5748180,0.02028537169098854
511,5765044,0.02981775440275669
511,5777037,0.036132022738456726
511,5819674,0.029357772320508957
511,5865163,0.033203043043613434
511,5878932,0.02546394243836403
511,5952978,0.036132022738456726
511,5952986,0.036132022738456726
511,5952989,0.036132022738456726
511,6065188,0.036132022738456726
511,6065357,0.03277524188160896
511,6100505,0.03391984850168228
511,6106257,0.036132022738456726
511,6147033,0.027915893122553825
511,6174951,0.03134531527757645
511,6199833,0.03160746768116951
511,6199834,0.033247705549001694
511,6247862,0.026507850736379623
511,6278808,0.036132022738456726
511,6284747,0.036132022738456726
511,6366123,0.02822946198284626
511,6397472,0.028947798535227776
511,6398387,0.036132022738456726
511,6418806,0.029930442571640015
511,6427169,0.036132022738456726
511,6451201,0.0321725532412529
511,6477100,0.02714184671640396
511,6481333,0.025936003774404526
511,6496818,0.036132022738456726
511,6504512,0.027714302763342857
511,6551495,0.03152627497911453
511,6559831,0.028081893920898438
511,6560634,0.030812153592705727
511,6563784,0.03255140036344528
511,6570308,0.036132022738456726
511,6575782,0.03036113828420639
511,6600492,0.07200230658054352
511,6605585,0.03220193088054657
511,6653946,0.036132022738456726
511,6658928,0.03229184076189995
511,6680075,0.030594976618885994
511,6682099,0.032445792108774185
511,6684201,0.05552585795521736
511,6701243,0.029706774279475212
511,6703275,0.2928990125656128
511,6707508,0.036132022738456726
511,6731187,0.028739644214510918
511,6737379,0.033793818205595016
511,6749909,0.031485654413700104
511,6753305,0.07964754849672318
511,6757699,0.036132022738456726
511,6759244,0.036132022738456726
511,6759265,0.02896748296916485
511,6766660,0.03217881917953491
511,6768874,0.02735980972647667
511,6771806,0.034318022429943085
511,6775030,0.030769148841500282
511,6783460,0.036132022738456726
511,6786895,0.024211103096604347
511,6786899,0.021163325756788254
511,6788120,0.02535054460167885
511,6788717,0.031144725158810616
511,6806690,0.025008179247379303
511,6821194,0.03028419055044651
511,6823306,0.022417163476347923
511,6823678,0.023393871262669563
511,6825184,0.034061040729284286
511,6830396,0.02989211119711399
511,6834298,0.036132022738456726
511,6843761,0.02091735601425171
511,6848493,0.0363968200981617
511,6854656,0.028944315388798714
511,6871335,0.031222831457853317
511,6879660,0.017947373911738396
511,6882342,0.0189525056630373
511,6882344,0.024496229365468025
511,6882348,0.02157493308186531
511,6890271,0.02933565527200699
511,6890279,0.02588718757033348
511,6890524,0.032866258174180984
511,6892370,0.028692323714494705
511,6894174,0.03391984850168228
511,6895471,0.036132022738456726
511,6896000,0.036132022738456726
511,6896001,0.03163217380642891
511,6901075,0.033879201859235764
511,6903175,0.022831235080957413
511,6911542,0.02960115298628807
511,6911812,0.0250773336738348
511,6912399,0.02787983976304531
511,6912634,0.033671919256448746
511,6922848,0.036132022738456726
511,6924217,0.024924999102950096
511,6935559,0.036132022738456726
511,6939856,0.030465470626950264
511,6944026,0.025167280808091164
511,6960217,0.030873270705342293
511,6985473,0.06787824630737305
511,6985476,0.030538087710738182
511,6991689,0.0448111928999424
511,6999437,0.03265957161784172
511,6999447,0.03109845332801342
511,7003491,0.03255303576588631
511,7013556,0.024141469970345497
511,7017102,0.03496500104665756
511,7024709,0.03200814872980118
511,7025523,0.05185191333293915
511,7028399,0.031761959195137024
511,7029362,0.042619142681360245
511,7031015,0.03358633443713188
511,7031017,0.030972326174378395
511,7031031,0.02112872526049614
511,7033241,0.031729038804769516
511,7033978,0.03122459352016449
511,7048631,0.03224341943860054
511,7048657,0.032261159271001816
511,7048663,0.02879437431693077
511,7050699,0.03231136500835419
511,7053160,0.029355676844716072
511,7059014,0.029938969761133194
511,7069344,0.030478740110993385
511,7069353,0.033232904970645905
511,7076678,0.03146309405565262
511,7077307,0.021921146661043167
511,7078859,0.0325886495411396
511,7080878,0.028263336047530174
511,7087747,0.031123925000429153
511,7088549,0.03496548905968666
511,7089371,0.027209743857383728
511,7103001,0.023263609036803246
511,7103945,0.16322623193264008
511,7112571,0.025092167779803276
511,7114533,0.030081605538725853
511,7123109,0.025262895971536636
511,7124277,0.02508295327425003
511,7127373,0.023973379284143448
511,7137586,0.02617802657186985
511,7142778,0.033702727407217026
511,7146286,0.05545579269528389
511,7150703,0.01771833933889866
511,7150704,0.021659445017576218
511,7155138,0.02834876999258995
511,7159389,0.02521219663321972
511,7164047,0.022948915138840675
511,7164361,0.027969589456915855
511,7169329,0.04342303425073624
511,7176423,0.024095989763736725
511,7183340,0.022222954779863358
511,7188607,0.036132022738456726
511,7197215,0.09200873970985413
511,7199431,0.02201537974178791
511,7208968,0.02265579253435135
511,7211248,0.036132022738456726
511,7220134,0.03264797851443291
511,7225431,0.023546742275357246
511,7229149,0.036132022738456726
511,7229150,0.036132022738456726
511,7229151,0.03355531021952629
511,7241479,0.025519995018839836
511,7241490,0.028698915615677834
511,7243846,0.036132022738456726
511,7249892,0.02359057404100895
511,7254231,0.03128814697265625
511,7254675,0.02284468524158001
511,7254682,0.025637488812208176
511,7257042,0.031527381390333176
511,7260685,0.028781255707144737
511,7261843,0.02907293103635311
511,7263730,0.02731049433350563
511,7267099,0.023816119879484177
511,7272475,0.028186354786157608
511,7272477,0.030013203620910645
511,7273127,0.026833197101950645
511,7281170,0.025006229057908058
511,7281401,0.028418464586138725
511,7283263,0.04062928259372711
511,7286666,0.036132022738456726
511,7287131,0.029331939294934273
511,7287137,0.021387742832303047
511,7288112,0.033445991575717926
511,7289391,0.03470469266176224
511,7291097,0.02004574052989483
511,7291834,0.04682702198624611
511,7294537,0.026538729667663574
511,7297596,0.03261934220790863
511,7302106,0.036132022738456726
511,7302657,0.029370520263910294
511,7302839,0.03064524382352829
511,7311747,0.028936808928847313
511,7316777,0.02598821371793747
511,7316789,0.02954006940126419
511,7316790,0.026628311723470688
511,7321050,0.03510972857475281
511,7323201,0.02501573972404003
511,7333064,0.036132022738456726
511,7334821,0.03314096853137016
511,7336367,0.025845449417829514
511,7336371,0.025548895820975304
511,7339609,0.024731390178203583
511,7361210,0.013804202899336815
511,7362695,0.031077714636921883
511,7362849,0.06941642612218857
511,7365087,0.021499469876289368
511,7365091,0.025246674194931984
511,7366760,0.034587908536195755
511,7367595,0.044778402894735336
511,7371986,0.027916332706809044
511,7375272,0.028891609981656075
511,7376971,0.024330824613571167
511,7385217,0.029646413400769234
511,7388829,0.035138413310050964
511,7398171,0.027498338371515274
511,7402215,0.03235331550240517
511,7404548,0.025223353877663612
511,7404666,0.0332830548286438
511,7406478,0.036132022738456726
511,7432606,0.021106131374835968
511,7434768,0.028821857646107674
511,7434771,0.022572342306375504
511,7435964,0.042886603623628616
511,7439388,0.032869838178157806
511,7443618,0.022726915776729584
511,7445209,0.028828904032707214
511,7449328,0.02759380266070366
511,7451164,0.03221866860985756
511,7453246,0.02840867079794407
511,7453251,0.0298002976924181
511,7457358,0.02384096384048462
511,7460277,0.03339751064777374
511,7462821,0.032252825796604156
511,7476177,0.02407187409698963
511,7484186,0.036132022738456726
511,7485329,0.03279361501336098
511,7486232,0.030534474179148674
511,7486438,0.05312826484441757
511,7486459,0.026719622313976288
511,7497144,0.022399259731173515
511,7505816,0.02396235801279545
511,7506502,0.03196784481406212
511,7506513,0.036132022738456726
511,7507270,0.03292369097471237
511,7507399,0.027023490518331528
511,7509161,0.025761060416698456
511,7512594,0.029953211545944214
511,7517948,0.023989271372556686
511,7522257,0.03365145996212959
